8.476354383638998115e+03 1.014848363287076012e+02
8.476554297657481584e+03 9.666219846527536674e+01
8.476754211675963234e+03 1.027649453228926575e+02
8.476954125694444883e+03 1.040450388788979410e+02
8.477154039712926533e+03 1.014699086750821095e+02
8.477353953731408183e+03 1.023261463294572593e+02
8.477553867749891651e+03 1.007540014919937903e+02
8.477753781768373301e+03 1.047754632053963917e+02
8.477953695786854951e+03 9.915483458296732522e+01
8.478153609805336600e+03 9.724966875525277032e+01
8.478353523823820069e+03 9.185193213675154311e+01
8.478553437842301719e+03 1.015117835686682213e+02
8.478753351860783368e+03 9.477656471876700550e+01
8.478953265879265018e+03 1.034668470327701755e+02
8.479153179897746668e+03 9.239753705095216674e+01
8.479353093916230137e+03 1.018150950293280914e+02
8.479553007934711786e+03 9.857354682101697563e+01
8.479752921953193436e+03 1.013801253402057654e+02
8.479952835971675086e+03 1.000111792380831872e+02
8.480152749990156735e+03 1.018148511452646972e+02
8.480352664008640204e+03 9.950221751851267982e+01
8.480552578027121854e+03 9.490332737905231397e+01
8.480752492045603503e+03 9.395995665562671206e+01
8.480952406064086972e+03 1.020350503063617538e+02
8.481152320082566803e+03 1.033102325941244430e+02
8.481352234101050271e+03 1.049948271014955026e+02
8.481552148119531921e+03 9.826751766293740786e+01
8.481752062138013571e+03 9.428866537207485976e+01
8.481951976156497039e+03 1.063829021735087821e+02
8.482151890174976870e+03 9.722832470317263187e+01
8.482351804193460339e+03 8.767127701309919985e+01
8.482551718211941989e+03 1.022680347519493296e+02
8.482751632230423638e+03 1.025725296075928838e+02
8.482951546248907107e+03 1.053021226589704042e+02
8.483151460267386938e+03 1.049282466806837562e+02
8.483351374285870406e+03 9.786638347075252398e+01
8.483551288304353875e+03 9.329375575948354538e+01
8.483751202322833706e+03 9.936374214578239616e+01
8.483951116341317174e+03 9.849527385960057302e+01
8.484151030359797005e+03 1.002822376376860092e+02
8.484350944378280474e+03 1.027482489201275371e+02
8.484550858396763942e+03 1.000764449644164813e+02
8.484750772415243773e+03 1.062612132585602609e+02
8.484950686433727242e+03 1.018307412551379656e+02
8.485150600452207073e+03 1.006853405302286149e+02
8.485350514470690541e+03 1.032014781769200766e+02
8.485550428489174010e+03 1.056818209106017150e+02
8.485750342507653841e+03 9.809256092432538310e+01
8.485950256526137309e+03 1.007919948284502425e+02
8.486150170544618959e+03 9.849482940107793638e+01
8.486350084563100609e+03 9.360313938302634540e+01
8.486549998581584077e+03 9.749456717765002622e+01
8.486749912600063908e+03 1.026108053433341638e+02
8.486949826618547377e+03 9.890451284454917413e+01
8.487149740637029026e+03 1.105130125078604379e+02
8.487349654655510676e+03 1.019502564903526007e+02
8.487549568673994145e+03 9.782781135595369904e+01
8.487749482692473975e+03 9.245888548933993434e+01
8.487949396710957444e+03 8.767246242524458921e+01
8.488149310729439094e+03 9.955916531177737738e+01
8.488349224747920744e+03 1.044541439685449262e+02
8.488549138766404212e+03 9.205585432153637271e+01
8.488749052784885862e+03 1.088772390547021445e+02
8.488948966803367512e+03 9.326170381446827662e+01
8.489148880821849161e+03 1.033717065197387228e+02
8.489348794840330811e+03 1.012752189612977389e+02
8.489548708858814280e+03 1.115869726999885074e+02
8.489748622877295929e+03 9.748227045381324274e+01
8.489948536895777579e+03 1.006646291677361376e+02
8.490148450914259229e+03 1.022908906082464000e+02
8.490348364932740878e+03 1.015305330113694566e+02
8.490548278951224347e+03 1.089326385916823625e+02
8.490748192969705997e+03 9.760923361088521233e+01
8.490948106988187646e+03 9.767424043685748813e+01
8.491148021006669296e+03 1.016158750845421395e+02
8.491347935025152765e+03 1.048337317987823099e+02
8.491547849043634415e+03 9.800367680736756881e+01
8.491747763062116064e+03 1.054421592765980478e+02
8.491947677080597714e+03 9.837951592549710256e+01
8.492147591099079364e+03 9.919102433296414745e+01
8.492347505117562832e+03 9.180251373791473668e+01
8.492547419136044482e+03 1.019205508199805763e+02
8.492747333154526132e+03 9.533575125538578732e+01
8.492947247173007781e+03 9.782450757510947881e+01
8.493147161191489431e+03 8.613263951191034096e+01
8.493347075209972900e+03 9.706543094781854109e+01
8.493546989228454549e+03 8.355231117641029925e+01
8.493746903246936199e+03 7.160847332138850163e+01
8.493946817265419668e+03 7.377418709123736562e+01
8.494146731283899499e+03 6.100956233308770749e+01
8.494346645302382967e+03 6.047447601860488930e+01
8.494546559320864617e+03 5.696649568263499930e+01
8.494746473339346267e+03 6.070314608363236175e+01
8.494946387357829735e+03 7.551683128264365052e+01
8.495146301376309566e+03 9.088795669656954601e+01
8.495346215394793035e+03 8.234069303017676589e+01
8.495546129413274684e+03 9.361413442086102066e+01
8.495746043431756334e+03 8.973319087689056062e+01
8.495945957450239803e+03 1.001805900341481959e+02
8.496145871468719633e+03 8.981316131153160143e+01
8.496345785487203102e+03 9.611663682871775904e+01
8.496545699505686571e+03 9.054009175127222875e+01
8.496745613524166401e+03 9.795328298977349846e+01
8.496945527542649870e+03 9.519801537862967677e+01
8.497145441561129701e+03 1.020658054096770684e+02
8.497345355579613170e+03 1.019100050336220846e+02
8.497545269598096638e+03 9.851153983877614451e+01
8.497745183616576469e+03 1.040968010508910311e+02
8.497945097635059938e+03 9.633936480003758618e+01
8.498145011653539768e+03 9.684879664163230473e+01
8.498344925672023237e+03 9.399278464538311084e+01
8.498544839690506706e+03 9.450982276310072905e+01
8.498744753708986536e+03 1.040579962142350610e+02
8.498944667727470005e+03 8.502035555678254752e+01
8.499144581745951655e+03 9.674724853919390455e+01
8.499344495764433304e+03 9.624524855311547356e+01
8.499544409782916773e+03 9.681619977209695094e+01
8.499744323801396604e+03 1.027313608829451255e+02
8.499944237819880072e+03 9.531199289844998646e+01
8.500144151838361722e+03 1.035750709298138332e+02
8.500344065856843372e+03 1.031008932750203400e+02
8.500543979875326841e+03 1.043926938968664331e+02
8.500743893893806671e+03 1.006673729947344214e+02
8.500943807912290140e+03 9.357133302855999091e+01
8.501143721930771790e+03 9.581943771286238132e+01
8.501343635949253439e+03 1.030547613485873342e+02
8.501543549967736908e+03 9.647643228386064607e+01
8.501743463986218558e+03 9.165656725496690171e+01
8.501943378004700207e+03 9.946881914192192653e+01
8.502143292023181857e+03 1.022184465620917706e+02
8.502343206041663507e+03 1.072097520309952472e+02
8.502543120060146975e+03 9.586164627994982368e+01
8.502743034078628625e+03 9.541146910435307404e+01
8.502942948097110275e+03 1.023867226922634615e+02
8.503142862115591925e+03 9.269332815788233404e+01
8.503342776134073574e+03 1.045849515729749442e+02
8.503542690152557043e+03 9.401555202073811301e+01
8.503742604171038693e+03 9.958674964074145919e+01
8.503942518189520342e+03 1.007717263607146094e+02
8.504142432208001992e+03 9.055630050301260781e+01
8.504342346226485461e+03 9.478224531884029602e+01
8.504542260244967110e+03 1.021815663960364873e+02
8.504742174263448760e+03 9.771565448949971255e+01
8.504942088281930410e+03 9.973080496929446781e+01
8.505142002300412059e+03 9.926052837595288736e+01
8.505341916318895528e+03 1.185773658676010740e+02
8.505541830337377178e+03 9.915714057375768675e+01
8.505741744355858827e+03 1.009627324790436376e+02
8.505941658374340477e+03 9.429386890688694223e+01
8.506141572392822127e+03 9.430359932189989536e+01
8.506341486411305596e+03 9.984001650759392987e+01
8.506541400429787245e+03 1.043870183136454131e+02
8.506741314448268895e+03 1.063263600795674932e+02
8.506941228466752364e+03 1.022154396354035839e+02
8.507141142485232194e+03 1.031078282612130579e+02
8.507341056503715663e+03 1.081994609870184973e+02
8.507540970522197313e+03 1.017045409104793805e+02
8.507740884540678962e+03 9.735613496669826361e+01
8.507940798559162431e+03 9.666669104403314350e+01
8.508140712577642262e+03 1.018206437627427050e+02
8.508340626596127549e+03 9.515088694510231448e+01
8.508540540614609199e+03 1.001244449349121766e+02
8.508740454633090849e+03 8.674661602150592898e+01
8.508940368651574317e+03 9.543952470621779582e+01
8.509140282670054148e+03 9.571520309142590577e+01
8.509340196688537617e+03 9.640600676705064132e+01
8.509540110707021086e+03 9.657895313481631661e+01
8.509740024725500916e+03 9.585247580309450655e+01
8.509939938743984385e+03 9.441439291455954219e+01
8.510139852762464216e+03 1.005208858566584667e+02
8.510339766780947684e+03 9.404617931498727046e+01
8.510539680799431153e+03 9.738668714381549307e+01
8.510739594817910984e+03 9.464122566180174090e+01
8.510939508836394452e+03 9.828068044600767905e+01
8.511139422854874283e+03 8.984552209959005609e+01
8.511339336873357752e+03 1.017115354838032033e+02
8.511539250891841220e+03 1.040513232135192112e+02
8.511739164910321051e+03 1.031628817015985788e+02
8.511939078928804520e+03 1.008772386925585778e+02
8.512138992947286170e+03 9.456605180702865709e+01
8.512338906965767819e+03 9.348217414077068099e+01
8.512538820984251288e+03 1.045049943798866821e+02
8.512738735002731119e+03 9.969913831658320191e+01
8.512938649021214587e+03 1.091478319845910931e+02
8.513138563039696237e+03 9.988278014677651129e+01
8.513338477058177887e+03 9.628912833958216311e+01
8.513538391076661355e+03 9.652654155433224048e+01
8.513738305095141186e+03 1.067135327934103515e+02
